Travel_ID,Traveler_Name,Gender,Age,Country,City,Travel_Type,Transport_Mode,Booking_Source,Travel_Month,Travel_Year,Stay_Days,Travel_Cost,Hotel_Type,Rating,Season
T1006,Traveler_1006,Female,37,Singapore,Dubai,Leisure,Bus,Online,September,2023,8,33765,Standard,4,Summer
T1007,Traveler_1007,Male,47,Singapore,Rome,Leisure,Train,Online,October,2024,6,92783,Standard,5,Summer
T1008,Traveler_1008,Female,31,USA,London,Leisure,Bus,Online,March,2024,10,18251,Luxury,4,Summer
T1009,Traveler_1009,Female,21,Germany,Dubai,Business,Bus,Online,April,2024,4,89940,Luxury,5,Monsoon
T1010,Traveler_1010,Female,35,France,London,Business,Train,Online,August,2022,6,88640,Luxury,4,Monsoon
T1011,Traveler_1011,Female,60,UK,London,Business,Train,Agent,September,2024,4,48000,Standard,4,Monsoon
T1012,Traveler_1012,Female,25,Australia,Bangkok,Business,Flight,Online,April,2023,3,24793,Luxury,5,Winter
T1013,Traveler_1013,Female,21,USA,Rome,Leisure,Train,Online,December,2022,10,15060,Budget,5,Summer
T1014,Traveler_1014,Male,48,India,Bangkok,Business,Bus,Agent,December,2023,9,16551,Budget,4,Winter
T1015,Traveler_1015,Female,46,UK,Rome,Leisure,Train,Online,December,2022,10,43074,Budget,5,Summer
T1016,Traveler_1016,Female,46,Australia,Berlin,Business,Flight,Online,February,2022,7,78497,Luxury,4,Winter
T1017,Traveler_1017,Male,21,Germany,Goa,Business,Train,Online,April,2024,10,62017,Luxury,4,Monsoon
T1018,Traveler_1018,Female,24,Singapore,Sydney,Business,Flight,Online,August,2022,10,61705,Standard,3,Monsoon
T1019,Traveler_1019,Female,59,USA,Berlin,Leisure,Train,Agent,May,2024,10,44786,Standard,4,Monsoon
T1020,Traveler_1020,Female,59,Germany,Bangkok,Business,Bus,Online,February,2023,5,87469,Standard,3,Winter
T1021,Traveler_1021,Male,23,Italy,Berlin,Leisure,Flight,Online,June,2022,2,67267,Standard,3,Monsoon
T1022,Traveler_1022,Male,23,Thailand,Dubai,Leisure,Flight,Online,October,2023,7,22015,Budget,5,Winter
T1023,Traveler_1023,Female,48,France,Goa,Leisure,Bus,Online,May,2022,6,87823,Luxury,4,Summer
T1024,Traveler_1024,Female,20,USA,London,Leisure,Flight,Online,September,2022,10,73062,Standard,3,Monsoon
T1025,Traveler_1025,Female,20,USA,Sydney,Business,Flight,Online,September,2024,2,76512,Budget,4,Summer
T1026,Traveler_1026,Female,42,Singapore,Bangkok,Business,Flight,Agent,November,2023,10,56883,Budget,5,Winter
T1027,Traveler_1027,Female,26,UK,Paris,Business,Flight,Online,February,2024,4,88809,Luxury,3,Winter
T1028,Traveler_1028,Female,53,Italy,New York,Business,Bus,Agent,October,2024,10,50802,Budget,4,Summer
T1029,Traveler_1029,Male,56,UK,Sydney,Leisure,Train,Online,December,2024,3,51558,Luxury,3,Summer
T1030,Traveler_1030,Female,32,India,Rome,Leisure,Train,Agent,July,2024,3,27814,Luxury,4,Monsoon
T1031,Traveler_1031,Female,44,France,Sydney,Leisure,Bus,Online,March,2024,6,90370,Standard,5,Monsoon
T1032,Traveler_1032,Female,34,India,Goa,Leisure,Bus,Agent,October,2023,7,20593,Budget,4,Summer
T1033,Traveler_1033,Male,59,Australia,Sydney,Business,Flight,Online,April,2022,2,115908,Luxury,4,Monsoon
T1034,Traveler_1034,Male,30,Italy,Goa,Business,Train,Online,May,2023,3,86760,Standard,4,Summer
T1035,Traveler_1035,Female,52,France,Sydney,Leisure,Bus,Agent,June,2024,6,53639,Standard,3,Monsoon
T1036,Traveler_1036,Male,54,Germany,Goa,Leisure,Train,Agent,May,2024,10,91891,Standard,4,Monsoon
T1037,Traveler_1037,Male,44,Singapore,Singapore,Business,Flight,Agent,February,2022,3,49053,Budget,5,Summer
T1038,Traveler_1038,Female,33,India,Sydney,Business,Flight,Online,February,2022,10,113310,Budget,3,Summer
T1039,Traveler_1039,Female,19,Thailand,Sydney,Leisure,Bus,Agent,July,2024,6,89101,Budget,4,Summer
T1040,Traveler_1040,Female,24,Singapore,Rome,Leisure,Bus,Agent,October,2023,5,102615,Standard,4,Monsoon
T1041,Traveler_1041,Female,50,India,Singapore,Leisure,Flight,Agent,October,2023,8,17837,Luxury,3,Monsoon
T1042,Traveler_1042,Female,27,Singapore,Rome,Business,Train,Agent,April,2024,9,69769,Budget,3,Summer
T1043,Traveler_1043,Male,53,Thailand,Paris,Leisure,Bus,Agent,July,2023,5,71250,Budget,4,Monsoon
T1044,Traveler_1044,Male,55,India,Dubai,Leisure,Flight,Online,June,2024,3,32415,Budget,4,Winter
T1045,Traveler_1045,Male,55,Australia,London,Business,Train,Agent,January,2024,7,37502,Budget,3,Monsoon
T1046,Traveler_1046,Female,19,UK,Paris,Business,Flight,Agent,March,2023,9,31310,Budget,3,Winter
T1047,Traveler_1047,Male,49,Thailand,Berlin,Business,Flight,Agent,February,2022,5,50797,Budget,5,Winter
T1048,Traveler_1048,Female,60,Thailand,Singapore,Business,Train,Online,September,2022,5,115122,Budget,5,Monsoon
T1049,Traveler_1049,Male,28,Australia,London,Business,Bus,Agent,January,2022,5,99492,Budget,3,Summer
T1050,Traveler_1050,Female,44,Italy,Paris,Leisure,Train,Online,September,2023,4,73198,Luxury,3,Winter
T1051,Traveler_1051,Female,50,Italy,Berlin,Business,Train,Online,June,2022,4,108954,Budget,5,Winter
T1052,Traveler_1052,Male,29,Australia,Goa,Business,Bus,Agent,May,2023,7,29704,Standard,3,Winter
T1053,Traveler_1053,Male,33,France,Dubai,Leisure,Flight,Online,September,2024,3,73175,Standard,5,Winter
T1054,Traveler_1054,Female,25,USA,London,Business,Bus,Online,October,2022,6,75013,Standard,4,Winter
T1055,Traveler_1055,Male,38,India,Sydney,Business,Flight,Online,August,2022,4,94376,Budget,4,Summer
T1056,Traveler_1056,Male,29,Australia,Rome,Business,Train,Online,May,2023,9,19097,Budget,3,Summer
T1057,Traveler_1057,Female,39,UAE,Dubai,Leisure,Bus,Online,February,2022,6,90731,Luxury,5,Summer
T1058,Traveler_1058,Female,39,France,Goa,Leisure,Bus,Agent,September,2024,9,115256,Budget,4,Summer
T1059,Traveler_1059,Male,44,Australia,London,Business,Train,Online,June,2024,3,99453,Budget,4,Monsoon
T1060,Traveler_1060,Male,27,France,Berlin,Leisure,Train,Agent,July,2022,7,94800,Standard,4,Summer
T1061,Traveler_1061,Female,54,Italy,Goa,Business,Bus,Agent,January,2024,10,34135,Standard,5,Summer
T1062,Traveler_1062,Female,27,UK,Paris,Leisure,Train,Online,September,2023,10,41010,Luxury,3,Winter
T1063,Traveler_1063,Female,23,Germany,New York,Leisure,Bus,Agent,October,2023,7,102536,Budget,4,Winter
T1064,Traveler_1064,Female,36,Singapore,Dubai,Business,Flight,Online,May,2024,8,63757,Budget,4,Winter
T1065,Traveler_1065,Male,52,Australia,Bangkok,Business,Train,Online,November,2024,5,30106,Luxury,4,Winter
T1066,Traveler_1066,Female,20,UAE,London,Business,Flight,Agent,August,2024,5,72799,Standard,5,Summer
T1067,Traveler_1067,Female,35,UK,Berlin,Leisure,Train,Agent,October,2024,2,88943,Standard,4,Summer
T1068,Traveler_1068,Male,58,USA,Paris,Business,Flight,Online,December,2023,8,76902,Standard,4,Monsoon
T1069,Traveler_1069,Male,56,Thailand,Bangkok,Business,Train,Agent,July,2024,10,87684,Budget,4,Monsoon
T1070,Traveler_1070,Male,18,USA,London,Leisure,Train,Online,May,2024,8,114763,Budget,3,Summer
T1071,Traveler_1071,Male,43,UK,Berlin,Leisure,Bus,Online,December,2024,4,118738,Standard,4,Winter
T1072,Traveler_1072,Female,37,France,New York,Business,Train,Online,February,2022,4,37212,Standard,4,Monsoon
T1073,Traveler_1073,Male,50,UK,New York,Leisure,Train,Agent,October,2023,3,23607,Luxury,5,Summer
T1074,Traveler_1074,Female,41,France,Goa,Business,Bus,Online,July,2022,3,54235,Luxury,4,Summer
T1075,Traveler_1075,Female,38,UK,Berlin,Leisure,Bus,Agent,August,2024,9,22986,Luxury,5,Summer
T1076,Traveler_1076,Female,32,UK,Paris,Leisure,Flight,Online,August,2024,9,77445,Budget,4,Monsoon
T1077,Traveler_1077,Female,58,France,Bangkok,Business,Bus,Online,June,2024,5,67861,Standard,4,Summer
T1078,Traveler_1078,Male,20,Singapore,Berlin,Leisure,Bus,Agent,June,2022,4,98872,Luxury,4,Monsoon
T1079,Traveler_1079,Male,60,USA,Singapore,Business,Train,Online,June,2024,6,77009,Standard,3,Winter
T1080,Traveler_1080,Male,58,Germany,Dubai,Leisure,Bus,Agent,June,2022,5,71234,Standard,4,Winter
T1081,Traveler_1081,Male,42,UAE,Rome,Leisure,Bus,Agent,June,2022,7,48580,Standard,5,Summer
T1082,Traveler_1082,Female,48,India,Goa,Business,Flight,Agent,January,2024,10,60911,Budget,4,Winter
T1083,Traveler_1083,Female,48,UAE,London,Leisure,Bus,Agent,January,2024,3,59818,Luxury,5,Summer
T1084,Traveler_1084,Female,53,Australia,Goa,Business,Flight,Online,December,2024,4,29850,Budget,5,Summer
T1085,Traveler_1085,Female,27,France,London,Business,Train,Online,January,2022,6,65479,Standard,3,Winter
T1086,Traveler_1086,Male,31,India,Berlin,Leisure,Bus,Online,June,2024,5,60032,Standard,5,Monsoon
T1087,Traveler_1087,Male,57,UAE,Dubai,Leisure,Bus,Agent,December,2023,2,76606,Luxury,5,Summer
T1088,Traveler_1088,Female,18,USA,London,Leisure,Flight,Online,May,2023,8,58444,Luxury,3,Summer
T1089,Traveler_1089,Male,24,USA,Berlin,Business,Flight,Agent,July,2023,8,19704,Luxury,3,Winter
T1090,Traveler_1090,Female,33,Singapore,Singapore,Business,Flight,Agent,May,2024,3,15860,Standard,3,Monsoon
T1091,Traveler_1091,Female,50,Australia,Dubai,Business,Train,Online,April,2022,5,44273,Budget,5,Monsoon
T1092,Traveler_1092,Male,50,Germany,Paris,Leisure,Train,Online,December,2024,9,83029,Standard,3,Winter
T1093,Traveler_1093,Female,42,France,New York,Leisure,Flight,Online,October,2024,10,44347,Standard,3,Summer
T1094,Traveler_1094,Male,47,India,Berlin,Leisure,Bus,Agent,September,2024,3,51322,Budget,4,Monsoon
T1095,Traveler_1095,Male,45,Italy,London,Business,Train,Online,May,2022,8,15624,Luxury,5,Summer
T1096,Traveler_1096,Female,25,India,Rome,Leisure,Train,Agent,January,2022,5,53079,Budget,5,Winter
T1097,Traveler_1097,Female,51,India,Paris,Business,Train,Agent,February,2023,10,117585,Standard,4,Summer
T1098,Traveler_1098,Male,56,Thailand,Sydney,Business,Train,Agent,December,2024,10,108339,Standard,3,Winter
T1099,Traveler_1099,Male,60,India,Rome,Business,Flight,Online,June,2024,6,77281,Luxury,4,Monsoon
T1100,Traveler_1100,Female,18,Australia,Goa,Business,Bus,Online,January,2022,5,88841,Standard,3,Winter
T1101,Traveler_1101,Male,40,India,Goa,Leisure,Flight,Agent,July,2022,5,95114,Standard,4,Monsoon
T1102,Traveler_1102,Male,35,UAE,Berlin,Business,Bus,Online,October,2023,6,26195,Standard,3,Winter
T1103,Traveler_1103,Male,49,Germany,Rome,Business,Flight,Agent,December,2023,7,85175,Luxury,4,Winter
T1104,Traveler_1104,Female,22,Australia,Dubai,Business,Flight,Online,December,2022,2,47026,Standard,3,Monsoon
T1105,Traveler_1105,Female,60,Italy,Singapore,Business,Bus,Agent,May,2024,9,68818,Budget,3,Summer
T1106,Traveler_1106,Male,34,Singapore,Paris,Leisure,Train,Online,December,2022,8,50619,Luxury,4,Winter
T1107,Traveler_1107,Male,19,India,Sydney,Leisure,Bus,Online,September,2023,8,61397,Budget,5,Winter
T1108,Traveler_1108,Female,55,UAE,Sydney,Leisure,Train,Agent,March,2022,2,79741,Budget,4,Winter
T1109,Traveler_1109,Male,34,Italy,London,Leisure,Bus,Agent,January,2022,8,93106,Luxury,3,Summer
T1110,Traveler_1110,Male,36,France,Rome,Leisure,Bus,Agent,February,2024,3,115229,Luxury,5,Summer
T1111,Traveler_1111,Male,35,USA,Bangkok,Leisure,Train,Agent,July,2023,4,39914,Standard,3,Summer
T1112,Traveler_1112,Male,40,Italy,New York,Business,Train,Online,May,2023,6,41086,Standard,5,Winter
T1113,Traveler_1113,Female,59,Germany,Sydney,Business,Train,Online,June,2024,2,88902,Luxury,3,Monsoon
T1114,Traveler_1114,Female,18,Germany,Singapore,Leisure,Flight,Agent,January,2023,9,80268,Standard,5,Winter
T1115,Traveler_1115,Female,47,France,New York,Business,Bus,Online,August,2023,4,57057,Luxury,3,Monsoon
T1116,Traveler_1116,Male,39,UAE,Berlin,Leisure,Train,Online,November,2024,5,105887,Standard,4,Monsoon
T1117,Traveler_1117,Male,37,France,Paris,Leisure,Train,Agent,March,2022,10,41768,Luxury,3,Monsoon
T1118,Traveler_1118,Male,55,France,Rome,Business,Bus,Online,June,2023,7,118097,Standard,5,Monsoon
T1119,Traveler_1119,Male,37,UAE,Goa,Business,Train,Agent,July,2022,6,46067,Standard,3,Winter
T1120,Traveler_1120,Female,33,Italy,New York,Leisure,Train,Online,June,2022,5,42217,Standard,5,Monsoon
T1121,Traveler_1121,Male,55,France,Rome,Leisure,Train,Agent,December,2023,4,81417,Luxury,3,Winter
T1122,Traveler_1122,Male,59,Singapore,Goa,Leisure,Bus,Agent,April,2023,2,95838,Budget,5,Winter
T1123,Traveler_1123,Male,23,India,Goa,Business,Train,Online,February,2024,10,78111,Budget,5,Monsoon
T1124,Traveler_1124,Male,32,France,Rome,Leisure,Train,Online,August,2023,6,69212,Luxury,4,Winter
T1125,Traveler_1125,Female,53,USA,Dubai,Leisure,Flight,Online,November,2024,3,83658,Budget,3,Monsoon
T1126,Traveler_1126,Female,28,Germany,Paris,Leisure,Flight,Agent,February,2024,7,48478,Luxury,4,Summer
T1127,Traveler_1127,Male,60,France,New York,Business,Train,Agent,March,2024,2,103367,Budget,4,Monsoon
T1128,Traveler_1128,Female,40,Italy,London,Business,Train,Online,November,2022,2,22950,Luxury,5,Summer
T1129,Traveler_1129,Male,37,USA,Rome,Leisure,Bus,Online,October,2022,4,76358,Luxury,3,Winter
T1130,Traveler_1130,Female,26,Singapore,Goa,Business,Train,Agent,July,2024,2,107406,Budget,4,Monsoon
T1131,Traveler_1131,Female,44,France,Singapore,Business,Bus,Online,February,2023,10,23613,Budget,3,Summer
T1132,Traveler_1132,Male,18,Germany,Rome,Business,Flight,Online,February,2023,2,73270,Luxury,4,Monsoon
T1133,Traveler_1133,Male,32,UAE,Sydney,Business,Flight,Online,January,2022,10,18498,Standard,4,Winter
T1134,Traveler_1134,Male,19,Italy,Bangkok,Business,Flight,Online,December,2024,4,23670,Luxury,4,Winter
T1135,Traveler_1135,Male,41,Italy,Rome,Leisure,Train,Agent,May,2022,6,109425,Standard,4,Monsoon
T1136,Traveler_1136,Female,23,India,Goa,Leisure,Train,Agent,February,2022,5,22041,Standard,4,Summer
T1137,Traveler_1137,Female,51,UK,New York,Leisure,Train,Agent,October,2023,10,92071,Budget,3,Monsoon
T1138,Traveler_1138,Female,41,UK,Goa,Leisure,Flight,Online,November,2022,2,105322,Standard,4,Monsoon
T1139,Traveler_1139,Male,34,Germany,Bangkok,Leisure,Train,Online,June,2022,7,23888,Standard,4,Winter
T1140,Traveler_1140,Female,60,India,Dubai,Business,Bus,Online,December,2024,6,119999,Budget,3,Summer
T1141,Traveler_1141,Male,27,Singapore,Dubai,Business,Bus,Agent,October,2024,5,115706,Standard,5,Winter
T1142,Traveler_1142,Female,39,France,New York,Business,Bus,Agent,March,2024,5,110662,Standard,5,Summer
T1143,Traveler_1143,Male,26,India,Goa,Business,Flight,Agent,June,2022,5,117234,Budget,5,Monsoon
T1144,Traveler_1144,Male,24,UK,Paris,Leisure,Bus,Agent,August,2023,10,18954,Standard,5,Winter
T1145,Traveler_1145,Female,21,Australia,London,Leisure,Flight,Online,December,2022,9,33920,Budget,5,Monsoon
T1146,Traveler_1146,Male,53,Singapore,Berlin,Business,Train,Online,March,2024,5,61500,Standard,4,Monsoon
T1147,Traveler_1147,Female,29,USA,Bangkok,Leisure,Bus,Agent,May,2022,5,83923,Standard,3,Monsoon
T1148,Traveler_1148,Male,21,USA,London,Business,Bus,Agent,November,2023,8,99603,Standard,5,Monsoon
T1149,Traveler_1149,Female,24,Italy,Dubai,Business,Bus,Agent,November,2024,4,50106,Luxury,3,Winter
T1150,Traveler_1150,Male,49,UAE,New York,Leisure,Bus,Agent,July,2024,10,61513,Luxury,3,Monsoon
T1151,Traveler_1151,Female,30,Thailand,Sydney,Leisure,Flight,Online,July,2023,3,91144,Luxury,4,Monsoon
T1152,Traveler_1152,Male,38,Singapore,Sydney,Leisure,Bus,Online,September,2023,3,71968,Luxury,5,Monsoon
T1153,Traveler_1153,Male,23,USA,London,Business,Train,Online,April,2024,8,58772,Budget,5,Summer
T1154,Traveler_1154,Male,49,UK,New York,Leisure,Train,Online,March,2022,10,31687,Budget,5,Monsoon
T1155,Traveler_1155,Male,54,Thailand,Berlin,Leisure,Bus,Online,January,2024,9,47350,Luxury,5,Winter
T1156,Traveler_1156,Female,29,USA,Bangkok,Business,Bus,Online,August,2023,4,92168,Budget,4,Winter
T1157,Traveler_1157,Male,26,UAE,Paris,Leisure,Bus,Agent,May,2022,3,48275,Standard,5,Summer
T1158,Traveler_1158,Female,54,USA,Rome,Leisure,Train,Online,July,2022,7,103207,Standard,5,Summer
T1159,Traveler_1159,Male,27,Australia,New York,Business,Bus,Agent,July,2022,3,109592,Standard,4,Winter
T1160,Traveler_1160,Female,34,UK,Berlin,Leisure,Train,Online,May,2024,10,21223,Budget,3,Summer
T1161,Traveler_1161,Male,52,UK,Rome,Business,Flight,Online,September,2022,8,94611,Standard,4,Summer
T1162,Traveler_1162,Male,45,Singapore,Dubai,Leisure,Flight,Online,October,2022,2,41683,Luxury,4,Winter
T1163,Traveler_1163,Male,23,UAE,Sydney,Business,Train,Online,May,2023,3,64511,Luxury,3,Monsoon
T1164,Traveler_1164,Male,53,Singapore,Goa,Business,Bus,Agent,October,2023,2,69369,Luxury,3,Winter
T1165,Traveler_1165,Female,20,Australia,Goa,Leisure,Bus,Online,October,2023,4,102088,Standard,3,Summer
T1166,Traveler_1166,Male,30,UAE,London,Business,Train,Agent,August,2024,4,79947,Budget,5,Monsoon
T1167,Traveler_1167,Male,57,Thailand,London,Business,Flight,Online,September,2023,8,60029,Luxury,3,Monsoon
T1168,Traveler_1168,Male,22,Thailand,Bangkok,Leisure,Bus,Online,October,2023,9,115612,Luxury,3,Summer
T1169,Traveler_1169,Male,34,Thailand,Goa,Leisure,Flight,Online,March,2022,4,70142,Luxury,4,Summer
T1170,Traveler_1170,Female,35,UAE,New York,Business,Flight,Online,January,2024,2,86948,Standard,4,Summer
T1171,Traveler_1171,Female,53,Italy,Rome,Leisure,Train,Agent,February,2022,7,112636,Luxury,5,Winter
T1172,Traveler_1172,Male,28,UAE,London,Business,Bus,Agent,May,2022,8,64117,Standard,3,Summer
T1173,Traveler_1173,Male,52,Singapore,Dubai,Leisure,Flight,Agent,November,2022,7,106185,Luxury,3,Winter
T1174,Traveler_1174,Male,34,India,Berlin,Business,Train,Online,August,2022,7,19959,Luxury,4,Winter
T1175,Traveler_1175,Male,20,Thailand,Sydney,Leisure,Flight,Agent,November,2023,2,78613,Luxury,5,Monsoon
T1176,Traveler_1176,Male,25,Germany,Goa,Leisure,Flight,Online,August,2024,6,86358,Luxury,4,Winter
T1177,Traveler_1177,Female,49,Germany,Paris,Business,Flight,Online,December,2024,4,105232,Budget,3,Winter
T1178,Traveler_1178,Female,23,Italy,Rome,Business,Bus,Online,March,2023,6,69245,Standard,3,Summer
T1179,Traveler_1179,Male,18,UK,Berlin,Leisure,Train,Agent,February,2023,2,17054,Budget,5,Winter
T1180,Traveler_1180,Female,55,Italy,Rome,Business,Train,Agent,December,2022,6,86440,Luxury,5,Winter
T1181,Traveler_1181,Female,28,Thailand,London,Leisure,Flight,Online,December,2023,6,60798,Budget,3,Monsoon
T1182,Traveler_1182,Female,29,USA,Goa,Leisure,Flight,Agent,May,2022,7,95736,Luxury,5,Winter
T1183,Traveler_1183,Male,43,Germany,New York,Business,Flight,Agent,April,2023,5,54929,Luxury,5,Winter
T1184,Traveler_1184,Male,43,USA,Goa,Leisure,Flight,Online,January,2024,6,16452,Budget,4,Summer
T1185,Traveler_1185,Female,29,France,New York,Business,Bus,Agent,February,2024,7,58792,Budget,5,Monsoon
T1186,Traveler_1186,Male,23,USA,Bangkok,Leisure,Train,Online,April,2023,2,82452,Luxury,5,Winter
T1187,Traveler_1187,Female,56,Germany,Dubai,Leisure,Flight,Agent,October,2024,4,29607,Standard,3,Monsoon
T1188,Traveler_1188,Male,44,Australia,New York,Business,Flight,Online,September,2022,3,75713,Standard,4,Summer
T1189,Traveler_1189,Male,20,India,Sydney,Leisure,Train,Online,October,2024,8,79086,Luxury,3,Winter
T1190,Traveler_1190,Male,25,UK,Dubai,Business,Flight,Online,July,2023,8,52746,Budget,5,Winter
T1191,Traveler_1191,Male,24,France,Goa,Leisure,Train,Agent,September,2024,9,17415,Standard,5,Summer
T1192,Traveler_1192,Male,18,USA,London,Business,Train,Online,September,2023,10,29546,Budget,3,Winter
T1193,Traveler_1193,Male,29,France,Goa,Business,Train,Agent,July,2022,4,30855,Standard,3,Monsoon
T1194,Traveler_1194,Female,50,UAE,New York,Business,Train,Agent,April,2024,6,47178,Budget,5,Summer
T1195,Traveler_1195,Female,22,India,Bangkok,Leisure,Train,Online,July,2024,6,92362,Budget,3,Monsoon
T1196,Traveler_1196,Male,56,Thailand,Bangkok,Business,Train,Agent,December,2024,10,30243,Budget,3,Monsoon
T1197,Traveler_1197,Male,59,Germany,Rome,Business,Bus,Agent,August,2023,5,56437,Standard,5,Summer
T1198,Traveler_1198,Female,58,UK,Singapore,Leisure,Bus,Online,June,2023,3,100001,Luxury,5,Winter
T1199,Traveler_1199,Male,60,France,Goa,Business,Bus,Agent,October,2022,2,41529,Luxury,5,Summer
T1200,Traveler_1200,Female,42,UAE,Rome,Business,Flight,Agent,June,2024,7,30678,Standard,5,Winter
T1201,Traveler_1201,Female,26,Italy,Goa,Leisure,Flight,Online,June,2024,9,39762,Luxury,5,Winter
T1202,Traveler_1202,Male,19,Thailand,Dubai,Leisure,Flight,Online,April,2024,3,40619,Luxury,4,Summer
T1203,Traveler_1203,Male,45,UK,Paris,Business,Flight,Agent,July,2022,2,49034,Luxury,5,Monsoon
T1204,Traveler_1204,Male,29,UK,New York,Leisure,Flight,Online,August,2023,2,78846,Budget,5,Winter
T1205,Traveler_1205,Female,46,UAE,Rome,Leisure,Bus,Agent,May,2024,2,41679,Luxury,3,Winter
T1206,Traveler_1206,Female,30,India,Singapore,Business,Bus,Online,August,2023,2,90776,Luxury,3,Monsoon
T1207,Traveler_1207,Male,52,Italy,Rome,Business,Bus,Agent,July,2023,4,115709,Budget,4,Winter
T1208,Traveler_1208,Female,49,USA,New York,Leisure,Bus,Online,July,2024,8,80756,Budget,3,Summer
T1209,Traveler_1209,Female,53,UK,Paris,Business,Bus,Online,October,2022,5,82248,Budget,3,Summer
T1210,Traveler_1210,Male,56,Singapore,Dubai,Leisure,Train,Agent,July,2024,8,36260,Luxury,3,Monsoon
T1211,Traveler_1211,Female,23,UK,Rome,Business,Train,Online,June,2024,6,42805,Budget,4,Winter
T1212,Traveler_1212,Male,41,Germany,Goa,Leisure,Train,Online,February,2023,10,105631,Budget,3,Winter
T1213,Traveler_1213,Female,58,Australia,New York,Business,Flight,Online,January,2023,9,109649,Luxury,3,Winter
T1214,Traveler_1214,Female,45,Italy,Singapore,Leisure,Train,Online,September,2022,7,104633,Standard,4,Summer
T1215,Traveler_1215,Male,30,Germany,Berlin,Business,Train,Agent,July,2022,3,55639,Budget,3,Winter
T1216,Traveler_1216,Male,51,France,Goa,Business,Flight,Agent,May,2022,6,63549,Luxury,4,Monsoon
T1217,Traveler_1217,Female,35,USA,Rome,Business,Flight,Agent,October,2024,4,110961,Budget,5,Monsoon
T1218,Traveler_1218,Male,25,Singapore,Dubai,Business,Bus,Online,February,2022,10,71993,Standard,3,Monsoon
T1219,Traveler_1219,Male,45,France,Sydney,Leisure,Bus,Online,October,2022,8,55356,Standard,3,Winter
T1220,Traveler_1220,Male,52,UAE,Sydney,Leisure,Flight,Online,December,2022,10,45244,Standard,4,Summer
T1221,Traveler_1221,Male,58,Singapore,Goa,Business,Flight,Online,October,2024,6,23971,Budget,4,Summer
T1222,Traveler_1222,Male,51,Singapore,Goa,Leisure,Bus,Agent,July,2022,8,53767,Luxury,5,Monsoon
T1223,Traveler_1223,Male,22,USA,Dubai,Business,Train,Online,April,2022,8,100937,Budget,4,Monsoon
T1224,Traveler_1224,Female,29,Germany,Dubai,Business,Flight,Online,February,2024,5,25904,Standard,3,Winter
T1225,Traveler_1225,Female,35,USA,Sydney,Leisure,Train,Agent,July,2024,10,100788,Luxury,3,Summer
T1226,Traveler_1226,Male,57,UAE,Sydney,Business,Flight,Agent,October,2022,2,20104,Luxury,3,Summer
T1227,Traveler_1227,Male,30,Germany,Rome,Leisure,Bus,Agent,April,2022,7,49146,Standard,4,Winter
T1228,Traveler_1228,Female,49,Germany,Rome,Business,Flight,Online,April,2023,5,38280,Budget,5,Summer
T1229,Traveler_1229,Male,58,Thailand,Sydney,Leisure,Flight,Agent,May,2023,7,38379,Budget,3,Monsoon
T1230,Traveler_1230,Female,22,Australia,New York,Leisure,Bus,Agent,October,2024,9,86522,Standard,5,Summer
T1231,Traveler_1231,Male,31,UK,Berlin,Business,Train,Agent,July,2024,6,61346,Luxury,4,Monsoon
T1232,Traveler_1232,Male,30,UK,Goa,Leisure,Bus,Agent,December,2022,9,82345,Standard,4,Summer
T1233,Traveler_1233,Female,56,France,Rome,Business,Bus,Online,January,2022,9,55853,Budget,3,Monsoon
T1234,Traveler_1234,Female,55,Germany,Singapore,Business,Train,Agent,October,2022,3,86606,Standard,4,Monsoon
T1235,Traveler_1235,Male,25,UK,Bangkok,Business,Flight,Agent,January,2023,3,73110,Luxury,4,Monsoon
T1236,Traveler_1236,Female,19,UAE,New York,Business,Train,Online,December,2023,10,112786,Standard,3,Winter
T1237,Traveler_1237,Male,42,Thailand,Bangkok,Leisure,Bus,Agent,June,2024,10,57873,Standard,4,Summer
T1238,Traveler_1238,Male,47,India,Dubai,Leisure,Flight,Online,February,2023,2,68700,Standard,3,Winter
T1239,Traveler_1239,Male,52,France,Sydney,Business,Train,Online,January,2023,9,78090,Budget,3,Summer
T1240,Traveler_1240,Male,26,France,Rome,Business,Flight,Online,July,2022,3,41622,Luxury,5,Summer
T1241,Traveler_1241,Female,19,Australia,Singapore,Leisure,Flight,Agent,June,2023,8,77245,Budget,3,Winter
T1242,Traveler_1242,Female,50,UK,London,Business,Bus,Online,December,2023,3,94752,Budget,5,Monsoon
T1243,Traveler_1243,Male,39,Italy,Berlin,Leisure,Flight,Online,November,2024,5,49670,Budget,3,Monsoon
T1244,Traveler_1244,Female,28,Thailand,Singapore,Business,Bus,Agent,January,2022,9,32872,Budget,3,Summer
T1245,Traveler_1245,Male,53,France,New York,Leisure,Flight,Agent,October,2024,2,39926,Luxury,5,Summer
T1246,Traveler_1246,Male,38,UK,London,Business,Bus,Online,November,2023,2,64136,Budget,4,Winter
T1247,Traveler_1247,Female,53,Italy,Singapore,Leisure,Train,Online,February,2022,10,39039,Luxury,4,Monsoon
T1248,Traveler_1248,Male,39,Thailand,Singapore,Business,Flight,Online,May,2024,6,75453,Luxury,4,Summer
T1249,Traveler_1249,Female,56,India,Goa,Business,Train,Online,September,2023,4,83126,Luxury,4,Winter
T1250,Traveler_1250,Male,20,Singapore,Paris,Leisure,Train,Online,December,2024,3,112261,Luxury,3,Monsoon
